"xllcorner","yllcorner","cellsize","nrows","ncols","site","product","start","end","complete","modis_date","calendar_date","tile","proc_date","pixel","Vegetation_Code","Vegetation_Group","EVI_Amplitude","EVI_Minimum","EVI_Area","Dormancy","Greenup","MidGreenup","MidGreendown","Maturity","Senescence","EVI_Maximum","year","lat","long","grid_id","ndvi_max","ndvi_max_doy"
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2001001","2001-01-01","h17v03",2022070180635,12,"BB","Blanket Bog",0.2867,0.1788,15.8,320,132,158,283,186,234,0.4655,2001,"57.0203","-6.343105",9,0.734230623826886,211.352941176471
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2002001","2002-01-01","h17v03",2022075075940,12,"BB","Blanket Bog",0.3755,0.1374,26.8,306,111,151,277,189,241,0.5129,2002,"57.0203","-6.343105",9,0.744695341798659,212.411764705882
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2003001","2003-01-01","h17v03",2022078114550,12,"BB","Blanket Bog",0.3047,0.1645,22.8,318,106,146,288,179,252,0.4692,2003,"57.0203","-6.343105",9,0.76681564497875,217.411764705882
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2005001","2005-01-01","h17v03",2022083212811,12,"BB","Blanket Bog",0.3909,0.12,30.2,313,57,150,278,185,239,0.5109,2005,"57.0203","-6.343105",9,0.706076524647607,213.294117647059
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2006001","2006-01-01","h17v03",2022084115002,12,"BB","Blanket Bog",0.3276,0.1407,22.4,299,109,154,282,188,248,0.4683,2006,"57.0203","-6.343105",9,0.739705002042441,209.117647058824
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2007001","2007-01-01","h17v03",2022085224510,12,"BB","Blanket Bog",0.4011,0.12,32.7,304,54,143,271,181,235,0.5211,2007,"57.0203","-6.343105",9,0.719900332634872,211.882352941176
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2008001","2008-01-01","h17v03",2022094210358,12,"BB","Blanket Bog",0.3328,0.1271,27.3,323,48,141,263,184,231,0.4599,2008,"57.0203","-6.343105",9,0.732757141945137,207.294117647059
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2009001","2009-01-01","h17v03",2022096100000,12,"BB","Blanket Bog",0.388,0.1243,27.9,308,62,146,275,181,226,0.5123,2009,"57.0203","-6.343105",9,0.693092878744935,207.588235294118
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2010001","2010-01-01","h17v03",2022096153542,12,"BB","Blanket Bog",0.4009,0.1364,29.3,312,97,159,280,195,247,0.5373,2010,"57.0203","-6.343105",9,0.702129527379844,209
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2011001","2011-01-01","h17v03",2022101042911,12,"BB","Blanket Bog",0.3452,0.12,26,324,38,139,277,175,218,0.4652,2011,"57.0203","-6.343105",9,0.721413685874754,210.705882352941
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2013001","2013-01-01","h17v03",2022105153143,12,"BB","Blanket Bog",0.3212,0.1596,19.1,308,131,165,277,194,241,0.4808,2013,"57.0203","-6.343105",9,0.793866299486104,219.823529411765
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2014001","2014-01-01","h17v03",2022110133106,12,"BB","Blanket Bog",0.3883,0.1617,20.9,312,108,144,271,173,216,0.55,2014,"57.0203","-6.343105",9,0.775884630209252,222.4375
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2015001","2015-01-01","h17v03",2022111220356,12,"BB","Blanket Bog",0.3937,0.1682,23.6,310,134,167,285,197,249,0.5619,2015,"57.0203","-6.343105",9,0.79321784887777,228.882352941176
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2016001","2016-01-01","h17v03",2022113070801,12,"BB","Blanket Bog",0.4019,0.12,29.2,303,47,154,276,186,233,0.5219,2016,"57.0203","-6.343105",9,0.781613713508592,221.823529411765
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2017001","2017-01-01","h17v03",2022115023625,12,"BB","Blanket Bog",0.3819,0.1282,31.7,299,30,147,268,181,227,0.5101,2017,"57.0203","-6.343105",9,0.792181409524162,220.882352941176
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2018001","2018-01-01","h17v03",2022115212012,12,"BB","Blanket Bog",0.3323,0.173,18,309,131,156,264,185,231,0.5053,2018,"57.0203","-6.343105",9,0.796868472362097,214.823529411765
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2019001","2019-01-01","h17v03",2022116173038,12,"BB","Blanket Bog",0.3709,0.12,21.7,315,108,138,282,172,226,0.4909,2019,"57.0203","-6.343105",9,0.803945594861161,208.352941176471
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2020001","2020-01-01","h17v03",2022117220647,12,"BB","Blanket Bog",0.4248,0.12,26.9,310,75,142,278,173,231,0.5448,2020,"57.0203","-6.343105",9,0.832087776040282,206.235294117647
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2021001","2021-01-01","h17v03",2022294172643,12,"BB","Blanket Bog",0.3754,0.1556,23.4,310,114,154,272,182,232,0.531,2021,"57.0203","-6.343105",9,0.822863909518812,205.058823529412
-384086.22,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2022001","2022-01-01","h17v03",2023221171149,12,"BB","Blanket Bog",0.452,0.12,29.3,306,91,147,278,186,228,0.572,2022,"57.0203","-6.343105",9,0.869363906732874,203.411764705882
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2001001","2001-01-01","h17v03",2022070180635,11,"BB","Blanket Bog",0.3147,0.12,20.8,318,78,155,280,188,236,0.4347,2001,"57.0203","-6.335274",10,0.668576825948639,217.707920792079
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2002001","2002-01-01","h17v03",2022075075940,11,"BB","Blanket Bog",0.2729,0.1422,25.3,305,84,147,284,176,255,0.4151,2002,"57.0203","-6.335274",10,0.687568645704171,220.079207920792
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2003001","2003-01-01","h17v03",2022078114550,11,"BB","Blanket Bog",0.2897,0.12,23.3,319,77,132,285,171,238,0.4097,2003,"57.0203","-6.335274",10,0.724069674650906,225.594059405941
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2005001","2005-01-01","h17v03",2022083212811,11,"BB","Blanket Bog",0.2863,0.1649,18.3,314,127,157,281,189,246,0.4512,2005,"57.0203","-6.335274",10,0.679992784275265,221.009900990099
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2006001","2006-01-01","h17v03",2022084115002,11,"BB","Blanket Bog",0.3126,0.1324,21.9,310,120,155,281,188,250,0.445,2006,"57.0203","-6.335274",10,0.686759253398631,218.207920792079
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2007001","2007-01-01","h17v03",2022085224510,11,"BB","Blanket Bog",0.3284,0.1512,24.3,313,95,148,273,187,233,0.4796,2007,"57.0203","-6.335274",10,0.693799983377088,214.825641025641
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2008001","2008-01-01","h17v03",2022094210358,11,"BB","Blanket Bog",0.2582,0.1645,18.3,316,111,150,264,189,234,0.4227,2008,"57.0203","-6.335274",10,0.692104796308065,212.737623762376
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2009001","2009-01-01","h17v03",2022096100000,11,"BB","Blanket Bog",0.3395,0.12,24,297,64,146,271,182,225,0.4595,2009,"57.0203","-6.335274",10,0.674851218431515,210.39603960396
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2010001","2010-01-01","h17v03",2022096153542,11,"BB","Blanket Bog",0.3571,0.1215,29.6,307,60,156,280,196,241,0.4786,2010,"57.0203","-6.335274",10,0.654574732570074,212.853658536585
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2011001","2011-01-01","h17v03",2022101042911,11,"BB","Blanket Bog",0.2903,0.12,20.4,311,73,137,287,175,222,0.4103,2011,"57.0203","-6.335274",10,0.644311056259205,214.985148514851
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2013001","2013-01-01","h17v03",2022105153143,11,"BB","Blanket Bog",0.339,0.12,23,300,59,163,273,191,236,0.459,2013,"57.0203","-6.335274",10,0.723097487601527,220.544554455446
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2014001","2014-01-01","h17v03",2022110133106,11,"BB","Blanket Bog",0.3545,0.12,27.3,302,62,138,278,174,234,0.4745,2014,"57.0203","-6.335274",10,0.699634228981205,222.945544554455
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2015001","2015-01-01","h17v03",2022111220356,11,"BB","Blanket Bog",0.3508,0.1496,23.3,318,116,164,292,196,251,0.5004,2015,"57.0203","-6.335274",10,0.720244448056364,224.212871287129
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2016001","2016-01-01","h17v03",2022113070801,11,"BB","Blanket Bog",0.3566,0.12,25.7,300,49,152,270,184,229,0.4766,2016,"57.0203","-6.335274",10,0.708254845907918,222.876237623762
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2017001","2017-01-01","h17v03",2022115023625,11,"BB","Blanket Bog",0.3067,0.1545,20.6,304,107,151,275,185,233,0.4612,2017,"57.0203","-6.335274",10,0.702378800266274,222.373134328358
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2018001","2018-01-01","h17v03",2022115212012,11,"BB","Blanket Bog",0.3146,0.1514,18.2,303,130,158,264,185,229,0.466,2018,"57.0203","-6.335274",10,0.70162731454168,216.930693069307
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2019001","2019-01-01","h17v03",2022116173038,11,"BB","Blanket Bog",0.3344,0.12,21,328,101,136,279,170,224,0.4544,2019,"57.0203","-6.335274",10,0.689009126407217,212.326732673267
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2020001","2020-01-01","h17v03",2022117220647,11,"BB","Blanket Bog",0.3774,0.12,25.4,315,79,143,277,178,230,0.4974,2020,"57.0203","-6.335274",10,0.743785530867697,212.881188118812
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2021001","2021-01-01","h17v03",2022294172643,11,"BB","Blanket Bog",0.3723,0.12,27.4,300,50,152,264,182,233,0.4923,2021,"57.0203","-6.335274",10,0.737373665624619,211.727722772277
-383622.95,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2022001","2022-01-01","h17v03",2023221171149,11,"BB","Blanket Bog",0.3571,0.12,27.9,305,64,147,280,192,241,0.4771,2022,"57.0203","-6.335274",10,0.75178437138243,211.336633663366
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2001001","2001-01-01","h17v03",2022070180635,10,"BB","Blanket Bog",0.2794,0.1416,19.1,291,124,161,274,198,249,0.421,2001,"57.0203","-6.327443",11,0.678572654474097,216.135849056604
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2002001","2002-01-01","h17v03",2022075075940,10,"BB","Blanket Bog",0.3511,0.12,25,331,103,146,286,179,243,0.4711,2002,"57.0203","-6.327443",11,0.702615307789802,217.396226415094
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2003001","2003-01-01","h17v03",2022078114550,10,"BB","Blanket Bog",0.3024,0.1352,23.9,314,38,139,289,176,226,0.4376,2003,"57.0203","-6.327443",11,0.72069017655535,215.856603773585
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2005001","2005-01-01","h17v03",2022083212811,10,"BB","Blanket Bog",0.3562,0.12,24.5,303,65,149,282,181,238,0.4762,2005,"57.0203","-6.327443",11,0.683370919937864,220.675471698113
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2006001","2006-01-01","h17v03",2022084115002,10,"BB","Blanket Bog",0.3521,0.12,26,300,63,155,281,191,245,0.4721,2006,"57.0203","-6.327443",11,0.687984974654829,219.966037735849
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2007001","2007-01-01","h17v03",2022085224510,10,"BB","Blanket Bog",0.3423,0.12,29.1,298,58,137,270,179,235,0.4623,2007,"57.0203","-6.327443",11,0.715769491440043,218.60546875
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2008001","2008-01-01","h17v03",2022094210358,10,"BB","Blanket Bog",0.35,0.12,24,294,68,145,259,180,224,0.47,2008,"57.0203","-6.327443",11,0.709730108373456,217.8
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2009001","2009-01-01","h17v03",2022096100000,10,"BB","Blanket Bog",0.3431,0.12,26,301,70,140,278,179,235,0.4631,2009,"57.0203","-6.327443",11,0.684935984400094,216.137404580153
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2010001","2010-01-01","h17v03",2022096153542,10,"BB","Blanket Bog",0.3505,0.12,26.6,303,55,152,276,186,237,0.4705,2010,"57.0203","-6.327443",11,0.678197921815833,216.200819672131
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2011001","2011-01-01","h17v03",2022101042911,10,"BB","Blanket Bog",0.3268,0.12,28.6,307,48,140,282,187,236,0.4468,2011,"57.0203","-6.327443",11,0.675507539405655,216.192452830189
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2013001","2013-01-01","h17v03",2022105153143,10,"BB","Blanket Bog",0.2691,0.1611,18.3,307,39,163,287,190,253,0.4302,2013,"57.0203","-6.327443",11,0.732964789717224,218.876447876448
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2014001","2014-01-01","h17v03",2022110133106,10,"BB","Blanket Bog",0.4043,0.12,28,315,64,143,276,176,223,0.5243,2014,"57.0203","-6.327443",11,0.708480167739415,219.575757575758
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2015001","2015-01-01","h17v03",2022111220356,10,"BB","Blanket Bog",0.367,0.12,24.1,306,61,156,289,183,256,0.487,2015,"57.0203","-6.327443",11,0.715478830968293,218.51320754717
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2016001","2016-01-01","h17v03",2022113070801,10,"BB","Blanket Bog",0.3372,0.12,27.1,309,53,148,285,181,243,0.4572,2016,"57.0203","-6.327443",11,0.709578892730886,215.407547169811
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2017001","2017-01-01","h17v03",2022115023625,10,"BB","Blanket Bog",0.3717,0.12,28.4,303,56,146,270,184,231,0.4917,2017,"57.0203","-6.327443",11,0.699927888649983,214.319502074689
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2018001","2018-01-01","h17v03",2022115212012,10,"BB","Blanket Bog",0.3357,0.1377,20.7,308,118,153,272,182,232,0.4734,2018,"57.0203","-6.327443",11,0.711652972693821,211.788679245283
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2019001","2019-01-01","h17v03",2022116173038,10,"BB","Blanket Bog",0.3371,0.12,22.2,316,73,133,284,167,221,0.4571,2019,"57.0203","-6.327443",11,0.700364499036269,208.905660377358
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2020001","2020-01-01","h17v03",2022117220647,10,"BB","Blanket Bog",0.368,0.12,28.8,301,72,143,280,182,246,0.488,2020,"57.0203","-6.327443",11,0.750703384471096,209.366037735849
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2021001","2021-01-01","h17v03",2022294172643,10,"BB","Blanket Bog",0.376,0.12,26.7,286,56,156,257,185,231,0.496,2021,"57.0203","-6.327443",11,0.745478619977683,208.754716981132
-383159.62,6339971.25,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2022001","2022-01-01","h17v03",2023221171149,10,"BB","Blanket Bog",0.3209,0.2192,17.1,296,129,156,273,190,238,0.5401,2022,"57.0203","-6.327443",11,0.751213718264916,208.196226415094
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2001001","2001-01-01","h17v03",2022070180635,18,"BB","Blanket Bog",0.3368,0.1273,25.7,382,68,158,271,193,240,0.4641,2001,"57.02479","-6.335274",17,0.663744244379954,221.465753424658
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2002001","2002-01-01","h17v03",2022075075940,18,"BB","Blanket Bog",0.2638,0.1918,14.8,321,126,150,300,180,243,0.4556,2002,"57.02479","-6.335274",17,0.667556353729994,221.082191780822
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2003001","2003-01-01","h17v03",2022078114550,18,"BB","Blanket Bog",0.2461,0.1789,18.1,326,42,138,295,170,257,0.425,2003,"57.02479","-6.335274",17,0.704451234131526,219.684931506849
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2005001","2005-01-01","h17v03",2022083212811,18,"BB","Blanket Bog",0.3305,0.1399,24.5,311,88,148,279,183,241,0.4704,2005,"57.02479","-6.335274",17,0.675889040310912,222
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2006001","2006-01-01","h17v03",2022084115002,18,"BB","Blanket Bog",0.262,0.2038,12.1,325,138,162,286,187,238,0.4658,2006,"57.02479","-6.335274",17,0.655090235257951,222.109589041096
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2007001","2007-01-01","h17v03",2022085224510,18,"BB","Blanket Bog",0.3393,0.1459,26.9,318,39,147,281,182,232,0.4852,2007,"57.02479","-6.335274",17,0.672705874763369,220.342465753425
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2008001","2008-01-01","h17v03",2022094210358,18,"BB","Blanket Bog",0.2904,0.1366,26.4,354,58,139,309,193,243,0.427,2008,"57.02479","-6.335274",17,0.651212683678076,219.780821917808
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2009001","2009-01-01","h17v03",2022096100000,18,"BB","Blanket Bog",0.3307,0.1358,23.7,313,51,143,276,177,218,0.4665,2009,"57.02479","-6.335274",17,0.641378141834735,213.479452054795
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2010001","2010-01-01","h17v03",2022096153542,18,"BB","Blanket Bog",0.3291,0.1326,25.2,320,54,150,281,187,235,0.4617,2010,"57.02479","-6.335274",17,0.633039171698572,217.123287671233
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2011001","2011-01-01","h17v03",2022101042911,18,"BB","Blanket Bog",0.2339,0.1956,14.3,315,119,146,287,186,239,0.4295,2011,"57.02479","-6.335274",17,0.616852285490087,219.904109589041
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2013001","2013-01-01","h17v03",2022105153143,18,"BB","Blanket Bog",0.2927,0.174,19.7,340,41,167,286,195,237,0.4667,2013,"57.02479","-6.335274",17,0.706591716803963,221.917808219178
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2014001","2014-01-01","h17v03",2022110133106,18,"BB","Blanket Bog",0.3084,0.1975,17,355,113,145,267,174,218,0.5059,2014,"57.02479","-6.335274",17,0.696475715229909,223.465753424658
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2015001","2015-01-01","h17v03",2022111220356,18,"BB","Blanket Bog",0.2201,0.2214,20.4,319,136,161,300,195,276,0.4415,2015,"57.02479","-6.335274",17,0.689803193657684,223.493150684931
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2016001","2016-01-01","h17v03",2022113070801,18,"BB","Blanket Bog",0.2838,0.1586,24.1,354,39,149,285,182,251,0.4424,2016,"57.02479","-6.335274",17,0.675086653177348,220.945205479452
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2017001","2017-01-01","h17v03",2022115023625,18,"BB","Blanket Bog",0.2886,0.1685,17.1,318,110,149,283,181,225,0.4571,2017,"57.02479","-6.335274",17,0.663072016813184,218.138888888889
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2018001","2018-01-01","h17v03",2022115212012,18,"BB","Blanket Bog",0.3511,0.1809,20.1,343,135,161,274,194,237,0.532,2018,"57.02479","-6.335274",17,0.659063108017807,213.602739726027
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2019001","2019-01-01","h17v03",2022116173038,18,"BB","Blanket Bog",0.3384,0.12,22.9,345,82,132,293,169,230,0.4584,2019,"57.02479","-6.335274",17,0.644896525411992,209.356164383562
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2020001","2020-01-01","h17v03",2022117220647,18,"BB","Blanket Bog",0.3869,0.12,30.4,321,69,139,289,178,247,0.5069,2020,"57.02479","-6.335274",17,0.69872605988936,209.808219178082
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2021001","2021-01-01","h17v03",2022294172643,18,"BB","Blanket Bog",0.3187,0.1868,21.1,369,44,158,319,186,236,0.5055,2021,"57.02479","-6.335274",17,0.709585506014451,209.890410958904
-383622.94,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2022001","2022-01-01","h17v03",2023221171149,18,"BB","Blanket Bog",0.4036,0.12,27.5,323,89,140,282,182,237,0.5236,2022,"57.02479","-6.335274",17,0.730957653101252,208.904109589041
-382696.33,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2001001","2001-01-01","h17v03",2022070180635,16,"BB","Blanket Bog",0.2879,0.1885,15.9,308,143,166,287,196,257,0.4764,2001,"57.02479","-6.319612",19,0.665310595889081,217.214285714286
-382696.33,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2002001","2002-01-01","h17v03",2022075075940,16,"BB","Blanket Bog",0.3257,0.2018,23,374,127,158,342,191,252,0.5275,2002,"57.02479","-6.319612",19,0.670037207787394,219.928571428571
-382696.33,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2003001","2003-01-01","h17v03",2022078114550,16,"BB","Blanket Bog",0.248,0.2316,14.6,325,115,145,286,179,234,0.4796,2003,"57.02479","-6.319612",19,0.68469866898452,221.642857142857
-382696.33,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2005001","2005-01-01","h17v03",2022083212811,16,"BB","Blanket Bog",0.3834,0.1389,27.8,343,70,155,274,190,233,0.5223,2005,"57.02479","-6.319612",19,0.651271560594781,224.875
-382696.33,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2006001","2006-01-01","h17v03",2022084115002,16,"BB","Blanket Bog",0.2718,0.1898,13.3,332,131,155,302,181,263,0.4616,2006,"57.02479","-6.319612",19,0.650972812996121,225.821428571429
-382696.33,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2007001","2007-01-01","h17v03",2022085224510,16,"BB","Blanket Bog",0.2578,0.2221,19.8,387,118,144,291,188,246,0.4799,2007,"57.02479","-6.319612",19,0.673675163701198,222.732142857143
-382696.33,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2009001","2009-01-01","h17v03",2022096100000,16,"BB","Blanket Bog",0.2937,0.2169,17.5,308,124,156,284,189,240,0.5106,2009,"57.02479","-6.319612",19,0.639179939505342,219.517857142857
-382696.33,6340434.49,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2010001","2010-01-01","h17v03",2022096153542,16,"BB","Blanket Bog",0.3724,0.1385,29.9,298,40,151,259,187,229,0.5109,2010,"57.02479","-6.319612",19,0.655857910482313,218.482142857143
