"xllcorner","yllcorner","cellsize","nrows","ncols","latitude","longitude","site","product","start","end","complete","modis_date","calendar_date","tile","proc_date","pixel","Vegetation_Code","Vegetation_Group","EVI_Amplitude","EVI_Minimum","EVI_Area","Dormancy","Greenup","MidGreenup","MidGreendown","Maturity","Senescence","EVI_Maximum"
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2006001",2006-01-01,"h17v03",2022084115002,1,"BB","Blanket Bog",0.3557,0.12,28.9,310,55,144,280,184,240,0.4757
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2007001",2007-01-01,"h17v03",2022085224510,1,"BB","Blanket Bog",0.3842,0.13,34.5,305,51,139,276,187,239,0.5142
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2008001",2008-01-01,"h17v03",2022094210358,1,"BB","Blanket Bog",0.3291,0.1276,30.8,297,41,133,258,182,230,0.4567
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2009001",2009-01-01,"h17v03",2022096100000,1,"BB","Blanket Bog",0.3052,0.2015,19.4,325,107,148,281,184,237,0.5067
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2010001",2010-01-01,"h17v03",2022096153542,1,"BB","Blanket Bog",0.3056,0.1465,28.4,313,52,145,280,193,243,0.4521
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2011001",2011-01-01,"h17v03",2022101042911,1,"BB","Blanket Bog",0.221,0.1991,19.9,325,93,136,292,179,257,0.4201
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2012001",2012-01-01,"h17v03",2022103200224,1,"BB","Blanket Bog",0.3041,0.1598,22.8,312,55,139,285,173,236,0.4639
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2013001",2013-01-01,"h17v03",2022105153143,1,"BB","Blanket Bog",0.2964,0.1925,19.9,313,132,165,287,200,249,0.4889
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2014001",2014-01-01,"h17v03",2022110133106,1,"BB","Blanket Bog",0.3244,0.1524,25.3,318,48,124,283,170,221,0.4768
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2015001",2015-01-01,"h17v03",2022111220356,1,"BB","Blanket Bog",0.3248,0.1648,26.8,306,68,154,286,196,253,0.4896
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2016001",2016-01-01,"h17v03",2022113070801,1,"BB","Blanket Bog",0.3155,0.1311,26.1,315,35,139,260,172,225,0.4466
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2017001",2017-01-01,"h17v03",2022115023625,1,"BB","Blanket Bog",0.3065,0.1712,22.2,294,89,149,272,189,239,0.4777
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2018001",2018-01-01,"h17v03",2022115212012,1,"BB","Blanket Bog",0.3583,0.12,29.5,315,49,142,280,181,238,0.4783
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2019001",2019-01-01,"h17v03",2022116173038,1,"BB","Blanket Bog",0.3397,0.12,24.3,332,84,131,287,174,228,0.4597
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2020001",2020-01-01,"h17v03",2022117220647,1,"BB","Blanket Bog",0.3849,0.12,30.2,307,63,133,283,176,230,0.5049
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2021001",2021-01-01,"h17v03",2022294172643,1,"BB","Blanket Bog",0.2916,0.1951,20.9,309,114,154,285,191,250,0.4867
-383159.61,6343677.72,463.312716528,1,1,57.05174,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2022001",2022-01-01,"h17v03",2023221171149,1,"BB","Blanket Bog",0.3706,0.12,30.6,317,69,131,287,178,234,0.4906
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2001001",2001-01-01,"h17v03",2022070180635,1,"BB","Blanket Bog",0.235,0.1795,15.1,306,100,153,283,186,237,0.4145
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2002001",2002-01-01,"h17v03",2022075075940,1,"BB","Blanket Bog",0.3293,0.12,24.9,297,67,139,272,179,234,0.4493
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2003001",2003-01-01,"h17v03",2022078114550,1,"BB","Blanket Bog",0.2494,0.165,21.3,309,74,131,283,177,239,0.4144
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2004001",2004-01-01,"h17v03",2022081153530,1,"BB","Blanket Bog",0.2982,0.12,23.5,303,46,132,271,171,230,0.4182
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2005001",2005-01-01,"h17v03",2022083212811,1,"BB","Blanket Bog",0.334,0.12,26.2,302,65,147,272,189,235,0.454
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2006001",2006-01-01,"h17v03",2022084115002,1,"BB","Blanket Bog",0.3321,0.12,27.1,302,60,141,279,181,242,0.4521
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2007001",2007-01-01,"h17v03",2022085224510,1,"BB","Blanket Bog",0.3382,0.12,31.1,304,43,129,276,174,234,0.4582
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2008001",2008-01-01,"h17v03",2022094210358,1,"BB","Blanket Bog",0.311,0.12,30.2,309,44,128,262,182,233,0.431
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2009001",2009-01-01,"h17v03",2022096100000,1,"BB","Blanket Bog",0.3436,0.1834,22.2,302,102,150,268,187,229,0.527
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2010001",2010-01-01,"h17v03",2022096153542,1,"BB","Blanket Bog",0.3046,0.12,30.1,300,48,139,282,186,247,0.4246
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2011001",2011-01-01,"h17v03",2022101042911,1,"BB","Blanket Bog",0.3075,0.12,26.5,305,58,123,274,171,231,0.4275
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2012001",2012-01-01,"h17v03",2022103200224,1,"BB","Blanket Bog",0.2435,0.2005,16.8,306,107,145,280,185,233,0.444
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2013001",2013-01-01,"h17v03",2022105153143,1,"BB","Blanket Bog",0.3442,0.12,29,304,45,152,282,190,243,0.4642
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2014001",2014-01-01,"h17v03",2022110133106,1,"BB","Blanket Bog",0.3603,0.12,27.5,325,50,139,271,175,223,0.4803
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2015001",2015-01-01,"h17v03",2022111220356,1,"BB","Blanket Bog",0.2536,0.1715,23.4,312,88,150,291,198,263,0.4251
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2016001",2016-01-01,"h17v03",2022113070801,1,"BB","Blanket Bog",0.3381,0.1212,28.9,312,39,139,274,179,230,0.4593
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2017001",2017-01-01,"h17v03",2022115023625,1,"BB","Blanket Bog",0.318,0.12,27.6,304,42,128,274,177,226,0.438
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2018001",2018-01-01,"h17v03",2022115212012,1,"BB","Blanket Bog",0.28,0.1636,20.3,310,69,147,277,178,233,0.4436
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2019001",2019-01-01,"h17v03",2022116173038,1,"BB","Blanket Bog",0.3097,0.12,25.3,315,74,127,283,180,239,0.4297
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2020001",2020-01-01,"h17v03",2022117220647,1,"BB","Blanket Bog",0.3544,0.12,27.7,308,51,131,283,171,225,0.4744
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2021001",2021-01-01,"h17v03",2022294172643,1,"BB","Blanket Bog",0.34,0.1256,28.8,300,40,142,278,178,242,0.4656
-382696.28,6343677.72,463.312716528,1,1,57.05174,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2022001",2022-01-01,"h17v03",2023221171149,1,"BB","Blanket Bog",0.3565,0.12,29.1,302,71,131,268,175,231,0.4765
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2001001",2001-01-01,"h17v03",2022070180635,1,"BB","Blanket Bog",0.3272,0.12,20.7,304,69,140,278,171,211,0.4472
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2002001",2002-01-01,"h17v03",2022075075940,1,"BB","Blanket Bog",0.3483,0.12,25.3,289,79,139,266,183,232,0.4683
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2003001",2003-01-01,"h17v03",2022078114550,1,"BB","Blanket Bog",0.2324,0.1642,19.6,313,34,131,295,172,252,0.3966
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2004001",2004-01-01,"h17v03",2022081153530,1,"BB","Blanket Bog",0.2264,0.1695,22.6,354,64,138,298,172,257,0.3959
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2005001",2005-01-01,"h17v03",2022083212811,1,"BB","Blanket Bog",0.3366,0.12,24.5,273,64,140,247,179,221,0.4566
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2006001",2006-01-01,"h17v03",2022084115002,1,"BB","Blanket Bog",0.2841,0.1664,20.7,309,119,146,281,180,248,0.4505
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2007001",2007-01-01,"h17v03",2022085224510,1,"BB","Blanket Bog",0.2435,0.1536,18.3,311,75,120,286,160,223,0.3971
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2008001",2008-01-01,"h17v03",2022094210358,1,"BB","Blanket Bog",0.33,0.12,28.6,267,42,133,247,176,222,0.45
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2009001",2009-01-01,"h17v03",2022096100000,1,"BB","Blanket Bog",0.2272,0.1943,11.5,304,98,132,273,162,202,0.4215
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2010001",2010-01-01,"h17v03",2022096153542,1,"BB","Blanket Bog",0.3236,0.1246,28.3,318,43,142,280,185,229,0.4482
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2011001",2011-01-01,"h17v03",2022101042911,1,"BB","Blanket Bog",0.2163,0.213,17,315,112,143,291,201,255,0.4293
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2012001",2012-01-01,"h17v03",2022103200224,1,"BB","Blanket Bog",0.2653,0.1848,20.8,301,39,138,263,170,232,0.4501
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2013001",2013-01-01,"h17v03",2022105153143,1,"BB","Blanket Bog",0.2683,0.2046,16,309,131,159,271,196,236,0.4729
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2014001",2014-01-01,"h17v03",2022110133106,1,"BB","Blanket Bog",0.2726,0.1884,14.9,317,113,147,286,174,230,0.461
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2015001",2015-01-01,"h17v03",2022111220356,1,"BB","Blanket Bog",0.2272,0.1988,17.7,311,123,162,291,218,262,0.426
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2016001",2016-01-01,"h17v03",2022113070801,1,"BB","Blanket Bog",0.3151,0.12,26.1,315,43,135,277,176,224,0.4351
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2017001",2017-01-01,"h17v03",2022115023625,1,"BB","Blanket Bog",0.2969,0.1923,18.2,288,122,154,259,194,232,0.4892
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2018001",2018-01-01,"h17v03",2022115212012,1,"BB","Blanket Bog",0.3444,0.12,29.1,323,47,139,285,179,243,0.4644
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2019001",2019-01-01,"h17v03",2022116173038,1,"BB","Blanket Bog",0.2836,0.1482,24.3,310,76,130,285,182,241,0.4318
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2020001",2020-01-01,"h17v03",2022117220647,1,"BB","Blanket Bog",0.3051,0.12,21.1,298,62,127,272,161,214,0.4251
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2021001",2021-01-01,"h17v03",2022294172643,1,"BB","Blanket Bog",0.272,0.1755,19.7,308,101,145,282,179,241,0.4475
-383159.61,6344141.07,463.312716528,1,1,57.05623,-6.335274,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2022001",2022-01-01,"h17v03",2023221171149,1,"BB","Blanket Bog",0.3697,0.12,28.3,300,60,129,278,170,224,0.4897
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2001001",2001-01-01,"h17v03",2022070180635,1,"CG","Calcareous Grass",0.3682,0.12,21.2,284,101,163,251,192,225,0.4882
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2002001",2002-01-01,"h17v03",2022075075940,1,"CG","Calcareous Grass",0.2571,0.12,15.6,284,97,151,263,184,221,0.3771
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2003001",2003-01-01,"h17v03",2022078114550,1,"CG","Calcareous Grass",0.232,0.12,18.2,303,64,129,281,175,246,0.352
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2004001",2004-01-01,"h17v03",2022081153530,1,"CG","Calcareous Grass",0.2502,0.12,13.9,326,62,136,274,164,201,0.3702
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2005001",2005-01-01,"h17v03",2022083212811,1,"CG","Calcareous Grass",0.2172,0.12,13.8,287,70,135,251,169,223,0.3372
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2006001",2006-01-01,"h17v03",2022084115002,1,"CG","Calcareous Grass",0.2539,0.1308,22.2,310,70,173,291,217,258,0.3847
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2007001",2007-01-01,"h17v03",2022085224510,1,"CG","Calcareous Grass",0.2568,0.129,21,299,36,133,272,169,226,0.3858
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2008001",2008-01-01,"h17v03",2022094210358,1,"CG","Calcareous Grass",0.167,0.12,17.9,359,54,123,271,198,241,0.287
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2009001",2009-01-01,"h17v03",2022096100000,1,"CG","Calcareous Grass",0.3299,0.1283,24.1,280,85,144,259,191,232,0.4582
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2010001",2010-01-01,"h17v03",2022096153542,1,"CG","Calcareous Grass",0.249,0.12,23.1,331,66,141,274,214,247,0.369
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2011001",2011-01-01,"h17v03",2022101042911,1,"CG","Calcareous Grass",0.2278,0.12,14.5,301,90,124,257,162,210,0.3478
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2012001",2012-01-01,"h17v03",2022103200224,1,"CG","Calcareous Grass",0.2974,0.12,18.1,296,95,135,240,169,209,0.4174
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2013001",2013-01-01,"h17v03",2022105153143,1,"CG","Calcareous Grass",0.1882,0.1603,14.8,295,135,154,280,218,256,0.3485
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2014001",2014-01-01,"h17v03",2022110133106,1,"CG","Calcareous Grass",0.278,0.12,18.1,297,77,150,265,180,220,0.398
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2015001",2015-01-01,"h17v03",2022111220356,1,"CG","Calcareous Grass",0.2103,0.12,15.5,317,60,141,284,178,240,0.3303
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2016001",2016-01-01,"h17v03",2022113070801,1,"CG","Calcareous Grass",0.2307,0.1736,12.7,290,129,162,264,202,236,0.4043
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2017001",2017-01-01,"h17v03",2022115023625,1,"CG","Calcareous Grass",0.1946,0.1536,16.7,282,80,151,264,178,243,0.3482
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2018001",2018-01-01,"h17v03",2022115212012,1,"CG","Calcareous Grass",0.2433,0.12,14.4,312,61,136,265,164,235,0.3633
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2019001",2019-01-01,"h17v03",2022116173038,1,"CG","Calcareous Grass",0.2843,0.12,25,292,70,137,272,184,241,0.4043
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2020001",2020-01-01,"h17v03",2022117220647,1,"CG","Calcareous Grass",0.1954,0.12,21.7,303,78,126,289,190,266,0.3154
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2021001",2021-01-01,"h17v03",2022294172643,1,"CG","Calcareous Grass",0.277,0.12,21.2,310,30,136,288,165,216,0.397
-382696.33,6344141.07,463.312716528,1,1,57.05623,-6.327443,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2022001",2022-01-01,"h17v03",2023221171149,1,"CG","Calcareous Grass",0.2885,0.12,18.1,306,87,142,269,177,227,0.4085
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2001001",2001-01-01,"h17v03",2022070180635,1,"DH","Dry Heath",0.2738,0.12,17.3,280,54,166,263,193,234,0.3938
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2002001",2002-01-01,"h17v03",2022075075940,1,"DH","Dry Heath",0.1506,0.127,13.4,287,67,158,270,187,245,0.2776
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2003001",2003-01-01,"h17v03",2022078114550,1,"DH","Dry Heath",0.1897,0.12,16.4,286,72,120,265,189,235,0.3097
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2004001",2004-01-01,"h17v03",2022081153530,1,"DH","Dry Heath",0.1508,0.12,14.5,300,72,121,275,193,244,0.2708
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2005001",2005-01-01,"h17v03",2022083212811,1,"DH","Dry Heath",0.2337,0.12,15.6,279,86,152,256,189,229,0.3537
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2006001",2006-01-01,"h17v03",2022084115002,1,"DH","Dry Heath",0.2484,0.12,17.5,280,100,153,262,199,237,0.3684
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2007001",2007-01-01,"h17v03",2022085224510,1,"DH","Dry Heath",0.2272,0.12,14.8,297,85,142,241,183,216,0.3472
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2008001",2008-01-01,"h17v03",2022094210358,1,"DH","Dry Heath",0.1711,0.12,16.3,291,73,125,270,163,235,0.2911
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2009001",2009-01-01,"h17v03",2022096100000,1,"DH","Dry Heath",0.2769,0.12,18.9,276,93,164,256,200,233,0.3969
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2010001",2010-01-01,"h17v03",2022096153542,1,"DH","Dry Heath",0.1215,0.1565,10.1,299,134,160,286,234,268,0.278
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2011001",2011-01-01,"h17v03",2022101042911,1,"DH","Dry Heath",0.1627,0.12,8.4,336,99,129,296,155,223,0.2827
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2012001",2012-01-01,"h17v03",2022103200224,1,"DH","Dry Heath",0.1797,0.12,14.2,290,79,131,258,200,234,0.2997
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2013001",2013-01-01,"h17v03",2022105153143,1,"DH","Dry Heath",0.2238,0.12,15.8,286,64,158,263,187,229,0.3438
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2014001",2014-01-01,"h17v03",2022110133106,1,"DH","Dry Heath",0.1977,0.12,12.1,292,57,147,271,170,216,0.3177
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2015001",2015-01-01,"h17v03",2022111220356,1,"DH","Dry Heath",0.2274,0.12,10.3,295,117,148,235,173,205,0.3474
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2016001",2016-01-01,"h17v03",2022113070801,1,"DH","Dry Heath",0.144,0.158,8.9,267,110,146,248,188,223,0.302
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2017001",2017-01-01,"h17v03",2022115023625,1,"DH","Dry Heath",0.1607,0.12,12.9,267,60,123,243,168,215,0.2807
-381306.35,6343214.37,463.312716528,1,1,57.04725,-6.303951,"unique_pixel","MCD12Q2",2000-01-01,2024-06-01,TRUE,"A2018001",2018-01-01,"h17v03",2022115212012,1,"DH","Dry Heath",0.2246,0.12,13.4,265,80,145,248,174,219,0.3446
